Traditional,POS,Redirect,Lytspel
addicted,,,a'dicted
addictedness,,,a'dictedness
addicting,,,a'dicting
addiction,,,a'diction
addictions,,,a'dicshens
addictive,,,a'dictiv
addicts,,,adicts
Addie,,,Adi
adding,,,ading
Addington,,,Adingten
Addison,,,Adicen
Addisonian,,,Adis'soanian
additament,,,aditement
addition,,,a'dition
additional,,,a'dishenel
additionally,,,a'disheneli
additions,,,a'dishens
additive,,,aditiv
additively,,,aditivli
additives,,,aditivs
additory,,,aditeri
addle,,,adl
addlebrained,,,adelbraind
addled,,,adeld
addlepated,,,adelpaited
addorsed,,,adorsd
address,n,,adress
address,v,,a'dress
addressable,,,a'drecebl
addressed,,,a'drest
addressee,,,adre'cee
addresses,,,a'dreces
addressing,,,a'drecing
Addressograph,,,A'drecegraf
adds,,,ads
adduce,,,a'duess
adducent,,,a'duecent
adduct,,,aduct
adduction,,,a'duction
adductor,,,a'ducter
Adela,,,A'dela
Adelaide,,,Adelaid
adelantado,,,adelan'taado
Adele,,,A'del
Adeline,,,Adelyn
ademption,,,a'demption
Aden,,,Aiden
Adenauer,,,Adenower
adenectomy,,,ade'nectemi
adenine,,,adenin
adenitis,,,ade'nytiss
adenocarcinoma,,,adenocaaci'noama
adenocarcinomatous,,,adenocaacino'matuss
adenoid,,,adenoid
adenoidectomy,,,adenoi'dectemi
adenoids,,,adenoids
adenoma,,,ade'noama
adenomatous,,,adeno'matuss
adenosine,,,adenocyn
adenovirus,,,adenovyruss
adept,aj,,a'dept
adept,n,,adept
adequacy,,,adequeci
adequate,,,adequait
adequately,,,adequitli
adequateness,,,adequitness
adermin,,,a'durmin
adessive,,,a'deciv
adhere,,,ad'heer
adhered,,,ad'heerd
adherence,,,ad'heerenss
adherend,,,ad'heerend
adherent,,,ad'heerent
adherently,,,ad'heerentli
adherents,,,ad'heerents
adheres,,,ad'heers
adhering,,,ad'heering
adhesion,,,ad'heesion
adhesive,,,ad'heeciv
adhesively,,,ad'heecivli
adhesives,,,ad'heecivs
adhibit,,,ad'hibit
adhibition,,,adhi'bition
adiabatic,,,adia'batic
adiaphorism,,,aidiaferism
adiaphorous,,,aidiaferuss
Adidas,,,Adides
adieu,,,a'diu
Adige,,,Adyj
adigranth,,,adigranth
adios,,,adi'oass
adipocere,,,adipoacer
adipose,,,adipoas
adiposity,,,adi'pociti
Adirondack,,,Ade'rondak
adit,,,adit
adjacency,,,a'jaicensi
adjacent,,,a'jaicent
adjacently,,,a'jaicentli
adjectival,,,ajic'tyvel
adjectivally,,,ajic'tyveli
adjective,,,ajictiv
adjectively,,,ajictivli
adjectives,,,ajictivs
adjoin,,,a'join
adjoining,,,a'joining
adjoins,,,a'joins
adjoint,,,a'joint
adjourn,,,a'jurn
adjourned,,,a'jurnd
adjourning,,,a'jurning
adjournment,,,a'jurnment
adjourns,,,a'jurns
adjudge,,,a'juj
adjudged,,,a'jujd
adjudicate,,,a'juudicait
adjudicated,,,a'juudicaited
adjudicating,,,a'juudicaiting
adjudication,,,ajuudi'caition
adjudicative,,,a'juudiketiv
adjunct,,,adjunct
adjunction,,,a'junction
adjunctive,,,a'junctiv
adjunctively,,,a'junctivli
adjunctly,,,adjunctli
adjuncts,,,adjuncts
adjuratory,,,a'jiuraiteri
adjure,,,a'jiur
adjust,,,a'just
adjustable,,,a'justebl
adjusted,,,a'justed
adjuster,,,a'juster
adjusters,,,a'justers
adjusting,,,a'justing
adjustment,,,a'justment
adjustmental,,,ajust'mentl
adjustments,,,a'justments
adjusts,,,a'justs
adjutage,,,a'juutij
adjutant,,,ajutent
adjuvant,,,ajuvent
Adkins,,,Adkins
Adler,,,Adler
Adlerian,,,Adelrian
adman,,,adman
admass,,,admass
admeasure,,,ad'mezher
admeasurement,,,ad'mezherment
admen,,,admen
Admetus,,,Ad'metuss
admin,,,admin
adminicle,,,ad'minicl
adminicular,,,admi'nikyooler
administer,,,ad'minister
administered,,,ad'ministerd
administering,,,ad'ministering
administers,,,ad'ministers
administrant,,,ad'ministrent
administrate,,,ad'ministrait
administrating,,,ad'ministraiting
administration,,,adminis'traition
administrations,,,adminis'traishens
administrative,,,ad'ministretiv
administratively,,,ad'ministretivli
administrator,,,ad'ministraiter
administrators,,,ad'ministraiters
administratrix,,,adminis'traitrix
admirable,,,admerebl
admirableness,,,admerebelness
admirably,,,admerebli
admiral,,,admurel
admirals,,,admurels
admiralty,,,admerelti
admiration,,,adme'raition
admirations,,,adme'raishens
admirative,,,admeretiv
admire,,,ad'myr
admired,,,ad'maierd
admirer,,,ad'myrer
admirers,,,ad'myrers
admires,,,ad'myrs
admiring,,,ad'myring
admiringly,,,ad'myringli
admissibility,,,admici'biliti
admissible,,,ad'micebl
admissibleness,,,ad'micebelness
admission,,,ad'mition
admissions,,,ad'mishens
admissive,,,ad'miciv
admit,,,ad'mit
admits,,,ad'mits
admittance,,,ad'mitenss
admitted,,,ad'mited
admittedly,,,ad'mitidli
admitting,,,ad'miting
admix,,,ad'mix
admixture,,,ad'mixcher
admonish,,,ad'monish
admonished,,,ad'monisht
admonishes,,,ad'monishis
admonishing,,,ad'monishing
admonishment,,,ad'monishment
admonition,,,admo'nition
admonitions,,,admo'nishens
admonitor,,,ad'moniter
admonitory,,,ad'moniteri
adnate,,,adnait
adnation,,,ad'naition
adnominal,,,ad'nominel
ado,,,a'du
adobe,,,a'doabi
adolescence,,,ado'lecenss
adolescent,,,ado'lecent
adolescently,,,ado'lecentli
adolescents,,,ado'lecents
Adolf,,,Adolf
Adolfo,,,A'dolfo
Adolph,,,Adolf
Adonai,,,Adeny
Adonic,,,A'donic
adonis,,,a'doniss
adopt,,,a'dopt
adoptable,,,a'doptebl
adopted,,,a'dopted
adoptee,,,edop'tee
adoptees,,,a'doptees
adopter,,,a'dopter
adopters,,,a'dopters
adopting,,,a'dopting
adoption,,,a'doption
adoptions,,,a'dopshens
adoptive,,,a'doptiv
adopts,,,a'dopts
adorable,,,a'doarebl
adorableness,,,a'doarebelness
adoration,,,ade'raition
adore,,,a'doar
adored,,,a'doard
adorer,,,a'doarer
adores,,,a'doars
adoring,,,a'doaring
adorn,,,a'dorn
adorned,,,a'dornd
adorning,,,a'dorning
adornment,,,a'dornment
adorns,,,a'dorns
Adowa,,,A'doa
adown,,,a'doun
Adrastus,,,A'drastuss
adrenal,,,a'dreenel
adrenalectomy,,,adreena'lectemi
adrenalin,,,a'drenalin
adrenaline,,,a'drenelin
adrenocorticotrophic,,,adrenecortico'trofic
adrenocorticotrophin,,,a'drenecorticotrefin
adrenocorticotropic,,,adrenecortico'tropic
Adrian,,,Aidrian
Adriana,,,Adri'ana
Adrianople,,,Adrianopl
Adriatic,,,Adri'atic
Adrienne,,,Adri'en
adrift,,,a'drift
adroit,,,a'droit
adroitly,,,a'droitli
adroitness,,,a'droitness
ads,,,ads
adscititious,,,adsi'tishuss
adscititiously,,,adsi'tishusli
adscript,,,adscript
adscription,,,ad'scription
adsorb,,,ad'soarb
adsorbate,,,ad'soarbait
adsorption,,,ad'soarption
adsum,,,ad'sum
adularia,,,aju'lairia
adulate,,,ajulait
adulation,,,aju'laition
adulatory,,,ajuletoari
adult,,,adult
adulterant,,,a'dulterent
adulterate,aj,,a'dulterit
adulterate,v,,a'dulterait
adulterated,,,a'dulteraited
adulterates,,,a'dulteraits
adulteration,,,adulte'raition
adulterer,,,a'dulterer
adulterers,,,a'dulterers
adulteress,,,a'dulteress
adulterine,,,a'dulterin
adulterous,,,a'dulteruss
adultery,,,a'dulteri
adulthood,,,a'dulthood
adults,,,adults
adumbral,,,adumbrel
adumbrate,,,adumbrait
adumbrative,,,adumbretiv
adumbratively,,,adumbretivli
adunc,,,a'dunk
aduncity,,,a'dunsiti
adust,,,a'dust
Aduwa,,,A'duewa
advance,,,ad'vanss
advanced,,,ad'vanst
advancement,,,ad'vansment
advancements,,,ad'vansments
advancer,,,ad'vanser
advancers,,,ad'vansers
advances,,,ad'vanses
advancing,,,ad'vansing
advantage,,,ad'vantij
advantaged,,,ad'vantijd
advantageous,,,advan'taijuss
advantageously,,,advan'taijusli
advantageousness,,,advan'taijusness
advantages,,,ad'vantijes
advection,,,ad'vection
advent,,,advent
Adventist,,,Adventist
Adventists,,,Adventists
adventitia,,,advintisha
adventitious,,,adven'tishuss
adventitiously,,,adven'tishusli
adventitiousness,,,adven'tishusness
adventive,,,ad'ventiv
adventively,,,ad'ventivli
adventure,,,ad'vencher
adventurer,,,ad'vencherer
adventurers,,,ad'vencherers
adventures,,,ad'venchers
adventuresome,,,ad'venchersum
adventuresomely,,,ad'venchersemli
adventuresomeness,,,ad'venchersumness
adventuress,,,ad'vencheress
adventurism,,,ad'vencherism
adventurous,,,ad'vencheruss
adventurously,,,ad'vencherusli
adventurousness,,,ad'vencherusness
adverb,,,advurb
adverbial,,,ad'vurbial
adverbially,,,ad'vurbiali
adverbs,,,adverbs
adversaria,,,adver'sairia
adversarial,,,adver'sairial
adversaries,,,adverserees
adversary,,,adverseri
adversative,,,adversetiv
adverse,,,ad'vurss
adversely,,,ad'vursli
adverseness,,,ad'vursness
adversity,,,ad'versiti
advert,,,advert
advertent,,,ad'vurtent
advertently,,,ad'vurtentli
advertise,,,advertys
advertised,,,advertyzd
advertisement,,,ad'vurtisment
advertisements,,,advertyzments
advertiser,,,advertyser
advertisers,,,advertysers
advertises,,,advertyses
advertising,,,advertysing
advertorial,,,adver'toarial
advertorials,,,adver'toarials
advice,,,ad'vyss
Advil,,,Advil
advisability,,,advysa'biliti
advisable,,,ad'vysebl
advisableness,,,ad'vysebelness
advise,,,ad'vys
advised,,,ad'vyzd
advisedly,,,ad'vysedli
advisedness,,,ad'vyzdness
advisee,,,edvy'see
advisement,,,ad'vyzment
adviser,,,ad'vyser
advisers,,,ad'vysers
advises,,,ad'vyses
advising,,,ad'vysing
advisories,,,ad'vyserees
advisory,,,ad'vyseri
advocaat,,,advecaat
advocacy,,,advekeci
advocate,n,,advecait
advocate,v,,advecait
advocated,,,advecaited
advocates,,,advecaits
advocating,,,advecaiting
advocation,,,advo'caition
advocatory,,,adveketeri
advowson,,,advewsen
adynamia,,,ady'namia
adynamic,,,ady'namic
adytum,,,aditum
adze,,,ads
ae,,,ay
aecial,,,eeshial
aecidia,,,ee'cidia
aecidium,,,ee'cidiam
aeciospore,,,eeciospoar
aecium,,,eeciam
aedes,,,eeds
aedile,,,eedyl
Aegaeon,,,Eegion
Aegean,,,I'jian
aeger,,eger
Aegeus,,,Eejiass
Aegina,,,Eejyna
Aeginetan,,,Eejineten
Aegir,,,Eegeer
aegirine,,,eejireen
aegirite,,,eejiryt
aegis,,,eejiss
Aegisthus,,,Eejisthuss
Aegospotami,,,Eegespo'taami
aegrotat,,,eegroatat
Aegyptus,,,Eejiptuss
Aelfric,,,Alfric
Aeneas,,,Eenias
Aeneid,,,Eenaid
Aeneolithic,,,Eenia'lithic
aeneous,,,eeniass
aeolian,,,i'oalian
Aeolic,,,I'olic
Aeolis,,,Ialiss
aeolotropy,,,ia'lotrepi
Aeolus,,,Eeoluss
aeon,,eon
aeonian,,eonian
aeonism,,eonism
aeons,,eons
aepyornis,,,eepioarnees
aerate,,,airait
aerator,,,airaiter
aerenchyma,,,airinchima
aerial,,,airial
aerialist,,,airialist
aeriality,,,airi'aliti
aerials,,,airials
aeric,,eric
aerie,,,airi
aerification,,,airifi'caition
aeriform,,,airiform
aerify,,,airify
aero,,,airo
aeroballistics,,,airoaba'listix
aerobatic,,,airo'batic
aerobatics,,,airo'batix
aerobe,,,airoab
aerobic,,,ai'roabic
aerobically,,,ai'roabicli
aerobics,,,ai'roabix
aerobiology,,,airoabai'oleji
aerobiosis,,,airoabai'oaciss
aerobiotic,,,airoabai'otic
aerobium,,,ai'roabiam
aerodonetics,,,airoado'netix
aerodontia,,,airoadonsha
aerodrome,,,airedroam
aerodromes,,,airedroams
aerodynamic,,,airoady'namic
aerodynamically,,,airoady'namicli
aerodynamicist,,,airoady'namicist
aerodynamicists,,,airoady'namicists
aerodynamics,,,airoady'namix
aerodyne,,,airedyn
aeroelastic,,,airoi'lastic
aeroelasticity,,,airoelas'ticiti
aeroembolism,,,airoemboalism
Aeroflot,,,Airoaflot
aerofoil,,airfoil
aerofoils,,airfoils
aerogram,,,airegram
aerograph,,,airegraf
aerographic,,,airo'grafic
aerography,,,ai'rogrefi
aerolite,,,airelyt
aerolitic,,,airo'litic
aerologic,,,airo'lojic
aerology,,,ai'roleji
aeromancy,,,airemansi
aeromarine,,,airoamereen
aeromechanic,,,airoame'canic
aeromechanics,,,airoame'canix
aeromedical,,,airo'medicl
aeromedicine,,,airo'medicen
aerometeorograph,,,airoametioaregraf
aerometer,,,ai'romiter
aerometry,,,ai'romitri
aeronaut,,,airoanaut
aeronautic,,,airoa'nautic
aeronautical,,,airoa'nauticl
aeronautics,,,airo'nautix
aeroneurosis,,,airoanue'roaciss
aeronomy,,,ai'ronemi
aeropause,,,airoapaus
aerophagia,,,airo'faija
aerophobia,,,airo'foabia
aerophobic,,,airo'foabic
aerophone,,,airoafoan
aerophore,,,airoafoar
aerophyte,,,airoafyt
aeroplane,,airplane
aeroplanes,,airplanes
aeroplankton,,,aireplancten
aeros,,eros
aeroscope,,,airescoap
aerose,,erose
aerosol,,,airessol
aerosols,,,airessols
aerospace,,,airoaspaiss
aerosphere,,,airesfeer
aerostat,,,airoastat
aerostatic,,,airo'static
aerostatics,,,airo'statix
aerostation,,,airo'staition
aerostats,,,airoastats
aerotherapeutics,,,airoatherra'piutix
aerothermodynamics,,,airoathermody'namix
aerotrain,,,airoatrain
aerotropic,,,airo'tropic
aerotropism,,,ai'rotrepism
Aeschines,,,Eeschyns
Aeschylean,,,Eeschy'lian
Aeschylus,,,Eeschiluss
Aesculapian,,,Eskyu'laipian
Aesculapius,,,Eskyu'laipiass
aesculin,,esculin
aesir,,,eceer
Aesop,,,Eessop
Aesopic,,,Ees'sopic
aesthesia,,esthesia
aesthesis,,esthesis
aesthete,,,estheet
aesthetes,,,estheets
aesthetic,,,es'thetic
aesthetical,,esthetical
aesthetically,,,es'theticli
aesthetician,,esthetician
aestheticism,,,es'theticism
aesthetics,,,es'thetix
aestival,,estival
aestivate,,estivate
aestivation,,estivation
aet,,et
aether,,,eether
aetheric,,etheric
aetiological,,,eetia'lojicl
aetiologically,,etiologically
aetiology,,etiology
Aetna,,,Etna
Aetolia,,,Ee'toalia
afar,,,a'far
afeard,,,a'feerd
afebrile,,,a'febryl
aff,,,af
affable,,,afebl
affably,,,afebli
affair,,,a'fair
affaire,,,a'fair
affairs,,,a'fairs
affect,n,,afect
affect,v,,a'fect
affectation,,,afec'taition
affected,,,a'fected
affectedly,,,a'fectidli
affectedness,,,a'fectedness
affecting,,,a'fecting
affectingly,,,a'fectingli
affection,,,a'fection
affectional,,,a'fecshenel
affectionate,,,a'fecshenet
affectionately,,,a'fecshenetli
affections,,,a'fecshens
affective,,,a'fectiv
affectively,,,a'fectivli
affectivity,,,afec'tiviti
affects,,,a'fects
affenpinscher,,,afenpinsher
afferent,,,aferent
affettuoso,,,afetiu'oasso
affiance,,,a'faienss
affianced,,,a'faienst
affiant,,,afiant
affiche,,,a'feesh
affiches,,,a'fishes
affidavit,,,afi'daivit
affidavits,,,afi'daivits
affiliable,,,a'filiabl
affiliate,n,,a'filiit
affiliate,v,,a'filiait
affiliated,,,a'filiaited
affiliates,,,a'filiaits
affiliating,,,a'filiaiting
affiliation,,,afili'aition
affiliations,,,afili'aishens
affinal,,,a'fynel
affine,,,a'fyn
affined,,,a'fynd
affinely,,,a'fynli
affines,,,a'fyns
affinities,,,a'finitees
affinitive,,,a'finitiv
affinity,,,a'finiti
affirm,,,a'furm
affirmance,,,a'furmenss
affirmant,,,a'furment
affirmation,,,afer'maition
affirmations,,,afer'maishens
affirmative,,,a'furmetiv
affirmatively,,,a'furmetivli
affirmatory,,,a'furmeteri
affirmed,,,a'furmd
affirming,,,a'furming
affirms,,,a'furms
affix,n,,afix
affix,v,,a'fix
affixation,,,afi'xaition
affixed,,,a'fixt
affixes,,,a'fixes
affixial,,,a'fixial
affixing,,,a'fixing
afflated,,,a'flaited
afflatus,,,a'flatuss
afflict,,,a'flict
afflicted,,,a'flicted
afflicting,,,a'flicting
affliction,,,a'fliction
afflictions,,,a'flicshens
afflictive,,,a'flictiv
afflicts,,,a'flicts
affluence,,,afluanss
affluent,,,afluant
affluently,,,afluantli
afflux,,,aflux
afford,,,a'foard
affordability,,,afoarda'biliti
affordable,,,a'foardebl
affordably,,,a'foardebli
afforded,,,a'foarded
affording,,,a'foarding
affords,,,a'foards
afforest,,,a'forrist
affranchise,,,a'franchys
affray,,,a'fray
affrayer,,,a'frayer
affricate,,,afri'cait
affricates,,,afri'caits
affrication,,,afri'caition
affricative,,,a'friketiv
affright,,,a'fryt
affront,,,a'frunt
affronte,,,a'frunt
affronted,,,a'frunted
affronting,,,a'frunting
affrontive,,,a'fruntiv
affronts,,,a'frunts
affusion,,,a'fiusion
afghan,,,afgan
afghani,,,af'gani
afghanis,,,af'gaanis
Afghanistan,,,Af'ganistan
afghans,,,afgans
aficionada,,,afisho'naada
aficionado,,,afisho'naado
aficionados,,,afisho'naadoas
afield,,,a'feeld
afikomen,,,a'ficoamen
afire,,,a'fyr
aflame,,,a'flaim
aflatoxin,,,afla'toxin
afloat,,,a'float
aflutter,,,a'fluter
afoot,,,a'foot
afore,,,a'foar
aforementioned,,,a'foarmenshend
aforesaid,,,a'foarsed
aforethought,,,a'forthot
aforetime,,,a'foartym
afoul,,,a'foul
afraid,,,a'fraid
afreet,,,afreet
afresh,,,a'fresh
Africa,,,Africa
African,,,Afriken
Africana,,,Afri'caana
Africander,,,Africander
Africanise,,Africanize
Africanised,,Africanized
Africanist,,,Africanist
Africanize,,,Africanys
Africanized,,,Africanyzd
Africans,,,Afrikens
Afrikaans,,,Africaans
Afrikander,,,Africander
Afrikaner,,,Africainer
Afrikanerdom,,,Africanerdem
Afrikaners,,,Africainers
afrit,,,afrit
afro,,,afro
Afrocentric,,,Afroa'centric
afrormosia,,,afroe'moasia
aft,,,aft
after,,,after
afterbirth,,,afterburth
afterbody,,,afterbodi
afterbrain,,,afterbrain
afterburner,,,afterburner
afterburners,,,afterburners
afterburning,,,afterburning
aftercare,,,aftercair
afterclap,,,afterclap
afterdamp,,,afterdamp
afterdeck,,,afterdek
aftereffect,,,afterefect
aftereffects,,,afterefects
afterglow,,,afterglo
afterglows,,,aftergloas
aftergrowth,,,aftergroath
afterguard,,,aftergard
afterheat,,,afterheet
afterhours,,,afterours
afterimage,,,afterimij
afterimages,,,afterimijes
afterlife,,,afterlyf
afterlives,,,afterlivs
aftermarket,,,aftermarkit
aftermarkets,,,aftermarkits
aftermath,,,aftermath
aftermaths,,,aftermaths
aftermost,,,aftermoast
afternoon,,,after'nuun
afternoons,,,after'nuuns
afterpains,,,afterpains
afterpiece,,,afterpeess
afters,,,afters
aftersensation,,,aftersensaition
aftershaft,,,aftershaft
aftershave,,,aftershaiv
aftershaves,,,aftershaivs
aftershock,,,aftershok
aftershocks,,,aftershox
aftertaste,,,aftertaist
aftertastes,,,aftertaists
aftertax,,,aftertax
afterthought,,,afterthot
afterthoughts,,,afterthots
aftertime,,,aftertym
afterward,,,afterwerd
afterwards,,,afterwerds
afterword,,,afterwurd
afterworld,,,afterwurld
afteryears,,,afteryeers
aftmost,,,aftmoast
ag,,,ag
aga,,,aaga
Agadir,,,Agadeer
again,,,a'gen
against,,,a'genst
agalloch,,,agalok
agalmatolite,,,agalmatelyt
agalwood,,,agelwood
agama,,,agema
Agamemnon,,,Aga'memnon
agamete,,,agameet
agamic,,,a'gamic
agamid,,,agamid
agammaglobulinemia,,,aigameglobyuli'numia
agamogenesis,,,agamoa'jeniciss
agamous,,,agamuss
agamy,,,agami
Agana,,,A'gona
agapanthus,,,agapanthuss
agape,,,a'gaip
agar,,,aigar
agaric,,,ageric
Agassi,,,Agaci
Agassiz,,,Agacis
agate,,,aget
agates,,,agets
agateware,,,agitwair
Agatha,,,Agatha
agatise,,agatize
agatize,,,agatys
agave,,,agaiv
agaze,,,agais
age,,,aij
aged,,,aijd
agedly,,,aijidli
agedness,,,aijdness
agee,,,aji
ageing,,aging
ageism,,,aijism
ageless,,,aijless
agelessness,,,aijlesness
agelong,,,aijlong
agencies,,,aijensees
agency,,,aijensi
agenda,,,a'jenda
agendas,,,a'jendes
agendum,,,a'jendum
agenesis,,,ai'jeniciss
agenetic,,,aije'netic
agent,,,aijent
agential,,,ai'jenshel
agentival,,,aijintivel
agentive,,,aijentiv
agents,,,aijents
ager,,,aijer
ageratum,,,aje'raitum
agers,,,aijers
ages,,,aijes
aggada,,,a'gaada
aggadah,,,a'gada
aggadic,,,a'gadic
agger,,,ager
aggie,,,agi
aggies,,,a'gis
aggiornamento,,,agioarna'mento
agglomerate,,,a'glomerait
agglomeration,,,aglome'raition
agglomerative,,,a'glomeretiv
agglutinability,,,egluutena'biliti
agglutinant,,,a'gluutinent
agglutinate,aj,,a'gluutinait
agglutinate,v,,a'gluutinait
agglutinating,,,a'gluutinaiting
agglutination,,,agluuti'naition
agglutinative,,,a'gluutinetiv
agglutinin,,,a'gluutenin
agglutinogen,,,a'gluutinejen
agglutinogenic,,,aglootino'genic
aggradation,,,agra'daition
aggrade,,,a'graid
aggrandise,,aggrandize
aggrandisement,,aggrandizement
aggrandising,,aggrandizing
aggrandize,,,a'grandys
aggrandizement,,,a'grandyzment
aggrandizing,,,a'grandysing
aggravate,,,agravait
aggravated,,,agravaited
aggravates,,,agravaits
aggravating,,,agravaiting
aggravation,,,agra'vaition
aggregate,,,agregait
aggregated,,,agregaited
aggregates,,,agregaits
aggregation,,,agre'gaition
aggress,,,a'gress
aggression,,,a'gretion
aggressions,,,a'greshens
aggressive,,,a'greciv
aggressively,,,a'grecivli
aggressiveness,,,a'grecivness
aggressivity,,,agri'civiti
aggressor,,,a'grecer
aggressors,,,a'grecers
aggrieve,,,a'greev
aggrieved,,,a'greevd
aggrievedly,,,a'greevidli
aggrievedness,,,a'greevdness
aggro,,,agro
agha,,,agha
aghast,,,a'gast
agile,,,ajyl
agilely,,,ajeli
agileness,,,ajylness
agility,,,a'jiliti
agin,,,a'gin
Agincourt,,,Ajinncoart
aging,,,aijing
agio,,,ajio
agiotage,,,ajiotij
agist,,,aijist
agister,,,aijister
agistment,,,aijistment
agitable,,,ajitebl
agitate,,,ajitait
agitated,,,ajitaited
agitating,,,ajitaiting
agitation,,,aji'taition
agitato,,,aji'taato
agitator,,,ajitaiter
agitators,,,ajitaiters
agitprop,,,ajitprop
Aglaia,,,A'glaya
agleam,,,a'gleem
aglet,,,aglit
agley,,,a'gly
aglimmer,,,a'glimer
aglitter,,,a'gliter
aglossia,,,a'glosha
aglow,,,a'glo
agly,,,agli
aglycon,,,a'glycon
aglycone,,,a'glycoan
agma,,,agma
agminate,,,agminait
agnail,,,agnail
agnate,,,agnait
agnation,,,ag'naition
Agnes,,,Agness
Agnew,,,Agnue
Agni,,,Agni
agnise,,agnize
agnize,,,agnys
agnomen,,,agnoamen
agnominal,,,ag'nominel
agnosia,,,ag'noasia
agnostic,,,ag'nostic
agnosticism,,,ag'nosticism
agnostics,,,ag'nostix
ago,,,a'go
agog,,,a'gog
agogics,,,a'gogix
agon,,,agon
agonal,,,agenel
agone,,,agon
agones,,,agons
agonic,,,a'gonic
agonies,,,agenis
agonise,,agonize
agonised,,agonized
agonisedly,,agonizedly
agonises,,agonizes
agonising,,agonizing
agonisingly,,agonizingly
agonist,,,agenist
agonistic,,,ago'nistic
agonists,,,agenists
agonize,,,agenys
agonized,,,agenyzd
agonizedly,,,agenysidli
agonizes,,,agenysis
agonizing,,,agenysing
agonizingly,,,agenysingli
agony,,,ageni
agora,,,agera
agoraphobe,,,agoarafoab
agoraphobia,,,agoara'foabia
agoroth,,,agoaroth
agouta,,,agouta
agouti,,,agouti
agouty,,,agouti
Agra,,,Agra
agrafe,,,agraif
agraffe,,,agraf
Agram,,,Agram
agranulocytosis,,,agranuuleci'toaciss
agrapha,,,agrafa
agraphia,,,a'grafia
agrarian,,,a'grairian
agrarianism,,,a'grairianism
agravic,,,a'gravic
agre,,ager
agree,,,a'gree
agreeable,,,a'griabl
agreed,,,a'greed
agreeing,,,a'greeing
agreement,,,a'greement
agreements,,,a'greements
agrees,,,a'grees
agrege,,,agrej
agremens,,,agrimens
agrement,,,agriment
agrestic,,,a'grestic
agribusiness,,,agribizness
Agricola,,,Agri'coala
agricultural,,,agri'culcherel
agriculturalist,,,agriculcherelist
agriculturally,,,agri'culchereli
agriculture,,,agriculcher
agriculturist,,,agriculcherist
Agrigento,,,Agri'jento
agrimony,,,agrimeni
agriology,,,agri'oleji
Agrippa,,,Agripa
Agrippina,,,Agripina
agrobiologic,,,agroabaio'lojic
agrobiology,,,agroabai'oleji
agrochemical,,,agro'kemicl
agrochemicals,,,agro'kemikels
agroindustrial,,,agroi'dustrial
agrologic,,,agro'lojic
agrology,,,a'groleji
agronomic,,,agro'nomic
